type;skz;desc;coords;street;zip;city;keeper;classes;pupils;male;female;score;AHS-Unterstufe;Neue Mittelschule an AHS;Neue Mittelschule an Hauptschulen;Sonderschulen;Sonst. allgemeinbild. (Statut)Schulen;Wiederholung der Schulstufe im gleichen Schultyp
VS;305031;Volksschule;1655195.62,6125145.96;Allersdorferstraße 1;3300;Amstetten;öffentl.;9;185;100;85;0.12548262548262548;13;;13;;;1
VS;703071;Volksschule;1252940.46,5979815.12;Kirchgasse 7;6095;Grinzens;öffentl.;4;57;30;27;0.12531328320802004;4;;1;;;
VS;416051;Volksschule Gallneukirchen;1604687.96,6166128.95;Schulfeld 2;4210;Gallneukirchen;öffentl.;14;257;129;128;0.12506948304613674;18;;24;1;;2
VS;205021;Volksschule;1611252.58,5921159.04;Höpfnerstraße 13;9330;Althofen;öffentl.;9;186;100;86;0.1248079877112135;13;;25;;;1
VS;708341;Volksschule;1193406.53,6022145.09;Schulstraße 3;6600;Reutte;öffentl.;13;287;155;132;0.12444001991040317;20;;45;1;;
VS;306281;Volksschule;1824545.94,6091058.6;Johannes-Heigl-Gasse 2;2486;Pottendorf;öffentl.;16;332;184;148;0.1237091222030981;23;;48;;;1
VS;601261;Volksschule Leopoldinum;1715542.59,5954991.97;Eggenberg, Waagner Biro Straße 99;8020;Graz;öffentl.;14;332;180;152;0.1237091222030981;23;1;34;;1;1
VS;503521;Volksschule Wals;1443363.29,6072131.81;Hauptstr. 5;5071;Wals-Siezenheim;öffentl.;12;231;132;99;0.12368583797155225;16;;25;2;;
VS;610161;Volksschule;1729952.97,5908171.62;Sulmhofsiedlung 4;8430;Leibnitz;öffentl.;8;130;64;66;0.12362637362637362;9;;16;;;
VS;409121;Volksschule;1574323.27,6111105.26;Krühub, Guntendorf 32;4550;Kremsmünster;öffentl.;2;29;12;17;0.1231527093596059;2;;1;;;
VS;601301;Volksschule Geidorf;1718326.63,5955159.06;Muchargasse 23;8010;Graz;öffentl.;12;261;125;136;0.1231527093596059;18;1;11;;;2
VS;709271;Volksschule;1301921.46,6014470.9;Pertisau, Seebergstraße 7;6213;Eben am Achensee;öffentl.;2;29;16;13;0.1231527093596059;2;;1;;;
VS;803101;Volksschule;1088161.54,6006378.98;Gütle 23;6850;Dornbirn;öffentl.;2;29;15;14;0.1231527093596059;2;;1;2;;1
VS;309091;Peter-Rosegger-Volksschule I;1668355.88,6235474.68;Volksheimgasse 4;3950;Gmünd;öffentl.;9;189;99;90;0.12282690854119424;13;;21;;;
VS;408341;Volksschule;1552650.41,6145688.2;Schulstraße 9;4702;Wallern an der Trattnach;öffentl.;8;146;86;60;0.12230919765166338;10;;18;;;
VS;622461;Volksschule;1782532.35,5969780.55;Schulstraße 185;8271;Bad Waltersdorf;öffentl.;8;161;94;67;0.1220053238686779;11;;22;;;
VS;922081;Volksschule;1832207.72,6143606.87;Wulzendorfstraße 1;1220;Wien;öffentl.;22;527;278;249;0.12198427758200053;36;39;23;1;;1
VS;201111;Volksschule 11;1593115.1,5878840.39;Kneippgasse 30;9020;Klagenfurt am Wörthersee;öffentl.;10;191;106;85;0.12154076290201944;13;;20;;;1
VS;503381;Volksschule;1467454.15,6078944.35;Plainfeld 43;5325;Plainfeld;öffentl.;4;59;25;34;0.12106537530266342;4;;2;;;
VS;702341;Volksschule;1216670.59,5985478.63;Dr.-Decristoforo-Straße 11;6424;Silz;öffentl.;7;118;73;45;0.12106537530266342;8;;17;;;
VS;408091;Volksschule;1539674.58,6145607.46;Schulstraße 25;4710;Grieskirchen;öffentl.;12;237;115;122;0.12055455093429775;16;;42;;;1
VS;322231;Volksschule;1701124.03,6243115.95;Gymnasiumstraße 6;3830;Waidhofen an der Thaya;öffentl.;12;252;133;119;0.12046485260770973;17;;36;1;;1
VS;902131;Volksschule Sankt Elisabeth des Schulvereines der Schulschwestern vom III.Orden des hl. Franziskus;1822809.84,6143782.46;Leopoldsgasse 1a;1020;Wien;privat;8;193;85;108;0.12028127313101405;13;;14;;;
VS;616261;Volksschule;1693955.73,5949561.79;Stallhofen 3;8152;Stallhofen;öffentl.;8;119;58;61;0.12004801920768306;8;;30;;;
VS;703701;Volksschule;1282491.09,5988617.79;Kaiser-Max-Straße 46a;6060;Hall in Tirol;öffentl.;10;194;111;83;0.11966126656848305;13;;34;1;;
VS;403081;Volksschule 6;1561249.18,6135256.81;Neustadt, Grieskirchnerstraße 10;4600;Wels;öffentl.;19;404;223;181;0.11934229137199434;27;;44;;;3
VS;105091;Volksschule;1800160.15,5942953.22;Kirchenplatz 5;7563;Königsdorf;öffentl.;1;15;9;6;0.11904761904761904;1;;2;;;
VS;318161;Volksschule;1785138.95,6026095.39;Mönichkirchen 82;2872;Mönichkirchen;öffentl.;2;30;15;15;0.11904761904761904;2;;1;;;
VS;407011;Volksschule;1518929.64,6044153.05;Sankt Agatha 19;4822;Bad Goisern am Hallstättersee;öffentl.;7;105;57;48;0.11904761904761904;7;;12;;;
VS;410351;Volksschule;1579339.83,6160837.65;Höfer Straße 4;4073;Wilhering;öffentl.;2;30;14;16;0.11904761904761904;2;;5;;;
VS;506371;Volksschule;1417790.19,6002084.56;Viehhofen 56;5752;Viehhofen;öffentl.;2;30;20;10;0.11904761904761904;2;;1;;;
VS;622251;Volksschule;1780046.81,5979082.39;Unterbuch 16;8274;Buch-St. Magdalena;öffentl.;1;15;12;3;0.11904761904761904;1;;2;;;
VS;622531;Volksschule;1771458.68,5978686.84;Kaindorf 188;8224;Kaindorf;öffentl.;7;105;47;58;0.11904761904761904;7;;19;;;
VS;415031;Volksschule;1581406.61,6113061.02;Schulstraße 3;4540;Bad Hall;öffentl.;13;241;123;118;0.11855364552459988;16;;18;;;
VS;803021;Volksschule;1084251.24,6009464.47;Schulgasse 42;6850;Dornbirn;öffentl.;12;241;132;109;0.11855364552459988;16;;35;;;
VS;917011;Volksschule;1816258.54,6144329.64;Halirschgasse 25;1170;Wien;öffentl.;18;407;211;196;0.11846261846261844;27;;30;;1;4
VS;801341;Volksschule;1091005.47,5970077.31;Schulgasse 10;6714;Nüziders;öffentl.;10;196;110;86;0.1184402332361516;13;;37;1;;1
VS;902101;Volksschule;1825961.92,6144123.93;Vorgartenstraße 191;1020;Wien;öffentl.;9;181;92;89;0.11838989739542224;12;;32;;;1
VS;919071;Volksschule;1821553.25,6149829.24;Oskar-Spiel-Gasse 3;1190;Wien;öffentl.;9;181;88;93;0.11838989739542224;12;;21;;;2
VS;504321;Volksschule;1470030.35,5999123.09;Wagrainer Straße 12;5600;Sankt Johann im Pongau;öffentl.;15;287;135;152;0.11821801891488301;19;;34;;;1
VS;305281;Volksschule;1647340.04,6123657.73;Mostviertelplatz 4;3362;Oed-Oehling;öffentl.;8;136;77;59;0.11817226890756302;9;;14;;;
VS;606231;Volksschule;1722826.72,5935605.72;Johann-Pauker-Gasse 7;8401;Kalsdorf bei Graz;öffentl.;17;378;190;188;0.11810279667422523;25;;44;;1;2
VS;308251;Volksschule;1858517.9,6173558.36;Jubiläumsplatz 10a;2243;Matzen-Raggendorf;öffentl.;7;121;55;66;0.11806375442739078;8;;22;;;
VS;418091;Volksschule;1544059.6,6121846.41;Hafferlstraße 7;4650;Lambach;öffentl.;11;227;115;112;0.11799874134675896;15;;54;;;
VS;210131;Volksschule;1568245.67,5891415.23;Glanhofner Straße 26;9560;Feldkirchen in Kärnten;öffentl.;7;106;45;61;0.11792452830188678;7;;15;;;
VS;304101;Volksschule in der Josefstadt;1807886.6,6077875.66;Sonnleitnergasse 1;2700;Wiener Neustadt;öffentl.;8;182;95;87;0.11773940345368916;12;;28;;;
VS;912041;Volksschule;1817481.53,6135344.33;Johann-Hoffmann-Platz 20;1120;Wien;öffentl.;13;258;135;123;0.11766334440753046;17;;27;;;1
VS;209391;Volksschule (Bildungswelt Wolfsberg);1652182.25,5915174.46;Hans-Scheiber-Straße 2;9400;Wolfsberg;öffentl.;15;274;138;136;0.1173096976016684;18;;23;;;
VS;414131;Volksschule;1496222.72,6180359.71;St. Florian am Inn 48;4782;St. Florian am Inn;öffentl.;9;137;62;75;0.1173096976016684;9;;13;;;
VS;318391;Volksschule;1797384.54,6057302.67;Schulallee 3;2824;Seebenstein;öffentl.;4;61;27;34;0.11709601873536299;4;;3;;;
VS;922381;Priv. Volksschule Life d. Vereins Life Family Work - Ver. z.Unterst.d. Vereinbark. v. Familie u.Erwerbstätigkeit;1831550.59,6148557.09;Am langen Felde 41/1B;1220;Wien;privat;4;61;31;30;0.11709601873536299;4;1;2;;;
VS;501081;Volksschule Liefering I;1448009.55,6077668.06;Törringstraße 4;5020;Salzburg;öffentl.;11;229;114;115;0.11696818465377416;15;;5;;;1
VS;612611;Volksschule;1569920.31,6025110.44;Schulgasse 107;8952;Irdning-Donnersbachtal;öffentl.;7;107;58;49;0.11682242990654203;7;;21;;;
VS;601671;Private Sr. Klara Fietz Volksschule des Vereins für Franziskanische Bildung;1718257.48,5953987.6;Kaiser-Franz-Josef-Kai 18;8010;Graz;privat;8;153;75;78;0.11671335200746966;10;1;4;;;
VS;620091;Volksschule Lindenallee;1649200.68,5977450.37;Lindenallee 30;8720;Knittelfeld;öffentl.;9;199;101;98;0.11665470208183776;13;;34;;;1
VS;311221;Volksschule;1768152.77,6218184.13;Schulgasse 3;3743;Röschitz;öffentl.;2;46;20;26;0.11645962732919253;3;;1;;;
VS;319631;Volksschule;1731492.94,6140070.58;Florianiplatz 1;3385;Gerersdorf;öffentl.;3;46;23;23;0.11645962732919253;3;;1;;;
VS;911171;Volksschule;1832422.37,6132619.82;Svetelskystraße 4-6;1110;Wien;öffentl.;16;354;173;181;0.11602098466505245;23;;32;;;1
VS;316331;Volksschule I;1844299.23,6201852.13;Bahnzeile 1;2130;Mistelbach;öffentl.;10;231;105;126;0.11595547309833022;15;;31;2;;
VS;319011;Volksschule;1773323.94,6132161.22;Schulgasse 12;3033;Altlengbach;öffentl.;8;139;68;71;0.11562178828365878;9;;15;;;
VS;920081;Volksschule;1824479.1,6145988.22;Vorgartenstraße 95-97;1200;Wien;öffentl.;14;325;165;160;0.11538461538461538;21;;22;;;2
VS;103121;Volksschule;1850320.53,6079226.88;Oslip, Hauptstraße 8;7064;Oslip;öffentl.;2;31;17;14;0.11520737327188939;2;;3;;;
VS;412231;Volksschule;1500156.95,6138592.52;Josef Posch Straße 1;4912;Neuhofen im Innkreis;öffentl.;8;124;80;44;0.11520737327188939;8;;3;;;1
VS;501241;Volksschule Josefiau;1455334.39,6070354.57;Billrothstraße 4;5020;Salzburg;öffentl.;11;217;114;103;0.11520737327188939;14;;8;2;;2
VS;902121;Volksschule;1825526.29,6143569.83;Wolfgang-Schmälzl-Gasse 13;1020;Wien;öffentl.;14;310;163;147;0.11520737327188939;20;1;21;;;1
VS;315291;Volksschule;1707514.47,6144381.27;Dr. Wilhelm Reichstr. 7;3390;Melk;öffentl.;13;264;147;117;0.11498917748917747;17;;19;;;1
VS;415061;Volksschule;1604879.59,6121886.54;Kirchenplatz 2;4407;Dietach;öffentl.;8;140;69;71;0.11479591836734691;9;;24;;;
VS;704151;Volksschule;1385887.5,6033693.94;Dorfplatz 23;6382;Kirchdorf in Tirol;öffentl.;8;109;56;53;0.1146788990825688;7;;31;;;
VS;922211;Volksschule;1831803.34,6148939.05;Bertha-von-Suttner-Gasse 7;1220;Wien;öffentl.;18;408;209;199;0.1137955182072829;26;23;35;;2;1
VS;307081;Volksschule;1886020.59,6131238.54;Alte Poststraße 24;2410;Hainburg an der Donau;öffentl.;18;377;207;170;0.1136794240242516;24;;39;2;;
VS;606481;Volksschule Arnold Schwarzenegger Volksschule Thal;1710040.83,5954451.12;Am Kirchberg 1;8051;Thal;öffentl.;7;110;61;49;0.11363636363636362;7;1;9;;1;
VS;305541;Volksschule;1633106.26,6119672.79;Schulstraße 2;3354;Wolfsbach;öffentl.;7;126;64;62;0.11337868480725621;8;;20;;;1
VS;703681;Volksschule (Am Stiftsplatz);1281222.92,5988145.51;Schulgasse 1;6060;Hall in Tirol;öffentl.;10;205;103;102;0.11324041811846688;13;;28;;;
VS;802021;Volksschule;1084129.36,6024117.9;Augasse 6;6900;Bregenz;öffentl.;13;237;125;112;0.11301989150090416;15;;28;1;;1
VS;910341;Volksschule;1823861.05,6134339.67;Maria-Rekker-Gasse 3;1100;Wien;öffentl.;12;285;143;142;0.11278195488721804;18;1;27;;;1
VS;208131;Volksschule;1640099.67,5893341.34;Schulweg 10;9112;Griffen;öffentl.;8;127;62;65;0.11248593925759279;8;;10;;;1
VS;915091;Private Volksschule des Schulvereins De La Salle;1818635.72,6138926.21;Gebrüder-Lang-Gasse 4;1150;Wien;privat;8;143;69;74;0.11238761238761238;9;;13;;;1
VS;410311;Volksschule;1585207.11,6147259.41;Langholzfeld,Adalbert-Stifter-Str. 27;4061;Pasching;öffentl.;11;207;122;85;0.1121463077984817;13;;22;;;
VS;910121;Volksschule;1823653.71,6135014.48;Klausenburger Straße 25;1100;Wien;öffentl.;10;207;115;92;0.1121463077984817;13;1;20;;;1
VS;108371;Volksschule;1822780.23,6042982;Oberpetersdorf,Schulgasse 2;7332;Kobersdorf;öffentl.;1;16;9;7;0.11160714285714285;1;;;;;
VS;201351;Private Volksschule des Schulvereins der Siebenten-Tags-Adventisten Klagenfurt;1594600.8,5880880.31;Ebentaler Straße 22;9020;Klagenfurt am Wörthersee;privat;1;16;9;7;0.11160714285714285;1;;2;;;
VS;315321;Volksschule;1676101.51,6129936.04;Schulstraße 7;3371;Neumarkt an der Ybbs;öffentl.;8;128;63;65;0.11160714285714285;8;;17;1;;
VS;318361;Volksschule;1766552.37,6048856.7;Hauptstraße 71;2641;Schottwien;öffentl.;3;48;28;20;0.11160714285714285;3;;2;;;2
VS;406331;Volksschule;1610951.36,6168071.97;Obere Dorfstraße 20;4213;Unterweitersdorf;öffentl.;4;80;43;37;0.11160714285714285;5;;11;1;;
VS;409161;Volksschule;1598839.45,6056220.66;Mitterweng 1;4582;Edlbach;öffentl.;1;16;10;6;0.11160714285714285;1;;2;;;
VS;415301;Volksschule;1587648.65,6106593.97;Schulstraße 1;4595;Waldneukirchen;öffentl.;4;80;35;45;0.11160714285714285;5;;12;;;
VS;503571;Volksschule;1463282.84,6080779.76;Reitbachstraße 8;5301;Eugendorf;öffentl.;2;32;18;14;0.11160714285714285;2;;7;;1;
VS;606171;Volksschule Gschwendt;1733657.8,5971327.97;Gschwendterstraße 73;8062;Kumberg;öffentl.;2;32;19;13;0.11160714285714285;2;;2;;;
VS;620071;Volksschule;1652859.99,5966630.1;Kleinlobming, Dorfstraße 34;8734;Lobmingtal;öffentl.;2;32;15;17;0.11160714285714285;2;;2;;;
VS;709341;Volksschule Hans Sachs;1303501.2,5998799.98;Franz-Josef-Straße 26;6130;Schwaz;öffentl.;18;336;167;169;0.11160714285714285;21;;42;2;;
VS;802631;Volksschule Weidach;1084284.27,6022517.64;Im Roßhimmel 9;6900;Bregenz;öffentl.;18;256;160;96;0.11160714285714285;16;;32;3;;2
VS;804451;Volksschule;1078095.22,5990151.72;Dafins, Unterberg 62;6835;Zwischenwasser;öffentl.;1;16;13;3;0.11160714285714285;1;;1;;;
VS;305411;Volksschule;1630850.7,6112678.08;Schulgasse 6;3353;Seitenstetten;öffentl.;9;178;87;91;0.11035313001605135;11;;31;2;;
VS;412311;Volksschule I;1501637.45,6141499.12;Dr.-Thomas-Senn-Straße 1;4910;Ried im Innkreis;öffentl.;10;178;97;81;0.11035313001605135;11;;28;;;1
VS;417431;Volksschule I;1520163.25,6107737.06;Dr. Schererstraße 8;4840;Vöcklabruck;öffentl.;13;259;139;120;0.11031439602868173;16;;35;;;1
VS;319131;Volksschule Hofstetten-Grünau;1725740.55,6123437.12;Kirchenplatz 5;3202;Hofstetten-Grünau;öffentl.;7;130;72;58;0.10989010989010989;8;;21;1;;
VS;703441;Volksschule;1276416.33,5985056.42;Römerstraße 23;6070;Ampass;öffentl.;4;65;34;31;0.10989010989010989;4;;6;;;
VS;411211;Volksschule;1608143.4,6152187.42;Linzer Straße 14;4222;St. Georgen an der Gusen;öffentl.;10;196;101;95;0.10932944606413993;12;;39;;;
VS;310381;Volksschule;1773504.39,6195002.76;Erlenaugasse 10;3710;Ziersdorf;öffentl.;8;164;87;77;0.10888501742160278;10;;27;;;
VS;410091;Volksschule;1574606.55,6128674.15;Kirchengasse 3;4622;Eggendorf im Traunkreis;öffentl.;5;82;41;41;0.10888501742160278;5;;3;;;
VS;503101;Volksschule;1454391.22,6084547.57;Schulweg 10;5161;Elixhausen;öffentl.;7;115;64;51;0.10869565217391304;7;;18;1;;
VS;305591;Volksschule der Kongregation der Schwestern vom Göttlichen Erlöser;1641542.82,6109236.63;Gleiß, Waidhofner Straße 22;3332;Sonntagberg;privat;4;66;34;32;0.10822510822510822;4;;16;;;
VS;315511;Volksschule;1678901.06,6136530.11;Prof.-Wirtinger-Gasse 1;3370;Ybbs an der Donau;öffentl.;11;231;119;112;0.10822510822510822;14;;18;1;;
VS;914121;Volksschule;1814850.27,6139636.15;Märzstraße 178-180;1140;Wien;öffentl.;17;396;207;189;0.10822510822510822;24;1;30;;;2
VS;916051;Volksschule;1816875.74,6141568.31;Brüßlgasse 18;1160;Wien;öffentl.;14;314;158;156;0.10805277525022747;19;1;18;;;2
VS;316431;Volksschule;1851092.09,6218442.75;Wiener Straße 3;2170;Poysdorf;öffentl.;9;215;108;107;0.10797342192691028;13;;44;;;1
VS;318291;Volksschule;1771537.85,6071334.33;Burggasse 11;2734;Puchberg am Schneeberg;öffentl.;4;83;47;36;0.10757314974182443;5;;17;1;;1
VS;922281;Volksschule;1838791.84,6142048.37;Viktor-Wittner-Gasse 50;1220;Wien;öffentl.;20;482;260;222;0.10743924125666864;29;38;13;;1;
VS;915101;Volksschule;1817295.11,6138355.86;Reichsapfelgasse 30;1150;Wien;öffentl.;18;366;182;184;0.10733801717408273;22;1;37;;;2
VS;501111;Volksschule Maxglan II;1448986.22,6074185.8;Michaelbeuernstraße 8;5020;Salzburg;öffentl.;15;333;170;163;0.10725010725010724;20;;24;5;1;
VS;407271;Volksschule;1526312.53,6086372.87;Neukirchen 79;4814;Neukirchen;öffentl.;8;150;87;63;0.10714285714285712;9;;17;;;1
VS;801091;Volksschule;1094241.27,5965943.05;Sankt Peterstraße 45;6700;Bludenz;öffentl.;10;167;85;82;0.106928999144568;10;;14;1;;1
VS;705081;Volksschule;1322641.38,6012384.34;Römerstraße 18a;6230;Brixlegg;öffentl.;8;117;54;63;0.10683760683760683;7;;11;;1;
VS;803181;Volksschule;1075158.91,6010341.65;Hasenfeldstraße 12;6890;Lustenau;öffentl.;11;234;126;108;0.10683760683760683;14;;44;2;;1
VS;321121;Volksschule;1779631.52,6186127.7;Dr.-Johann-Baumgartner-Straße 1;3701;Großweikersdorf;öffentl.;9;201;103;98;0.10660980810234541;12;;25;;;
VS;621101;Volksschule Krieglach;1732105.12,6031644.68;Bürstadtstraße 5;8670;Krieglach;öffentl.;11;201;106;95;0.10660980810234541;12;;42;;;
VS;701051;Volksschule I;1269924.57,5985761.92;Pradler Platz 8;6020;Innsbruck;öffentl.;11;201;102;99;0.10660980810234541;12;;20;;;1
VS;601421;Volksschule Ferdinandeum;1718725.93,5953805.25;Färbergasse 11;8010;Graz;öffentl.;12;235;117;118;0.10638297872340426;14;1;22;;;1
VS;308041;Volksschule;1843433.54,6156483.42;Schulallee 1;2232;Deutsch-Wagram;öffentl.;19;388;180;208;0.1058541973490427;23;2;57;;;
VS;707301;Volksschule Lienz-Süd I;1420419.42,5913596.99;Michael-Gamper-Straße 5;9900;Lienz;öffentl.;9;152;78;74;0.1057330827067669;9;;23;;;2
VS;705261;Volksschule;1355562.28,6039145.1;Sterzinger Straße 5;6330;Kufstein;öffentl.;15;305;154;151;0.10538641686182669;18;;46;1;;
VS;104151;Volksschule;1799991.33,5951847.8;Hauptstraße 4;7543;Limbach;öffentl.;1;17;7;10;0.10504201680672268;1;;2;;;
VS;108381;Volksschule;1837975.67,6023688.91;Eisenstädterstraße 9;7350;Oberpullendorf;öffentl.;8;119;64;55;0.10504201680672268;7;;24;;;1
VS;108411;Volksschule;1827320.9,6015344.91;Bundesstraße 14;7371;Piringsdorf;öffentl.;2;34;19;15;0.10504201680672268;2;;1;;;
VS;208181;Volksschule;1628272.03,5879999.25;Kühnsdorf, Mitte 74;9125;Eberndorf;öffentl.;10;136;73;63;0.10504201680672268;8;;15;;;
VS;307111;Volksschule;1845702.97,6097456.27;Schulgasse 5;2451;Hof am Leithaberge;öffentl.;3;51;30;21;0.10504201680672268;3;;12;;;
VS;311291;Volksschule;1765969.21,6209015.74;Straning 115;3722;Straning-Grafenberg;öffentl.;1;17;13;4;0.10504201680672268;1;;1;1;;
VS;319231;Volksschule;1717821.68,6111268.71;Schulgasse 6;3204;Kirchberg an der Pielach;öffentl.;8;119;62;57;0.10504201680672268;7;;20;;;
VS;401081;Volksschule 14 Weberschule;1589509.9,6158312.67;Webergasse 1;4040;Linz;öffentl.;8;119;52;67;0.10504201680672268;7;;6;;;
VS;503551;Volksschule;1479390.2,6059274.03;Lämmerbach 50;5324;Hintersee;öffentl.;1;17;8;9;0.10504201680672268;1;;1;;;
VS;505161;Volksschule;1525488.3,5970813.86;Weißpriach 16;5573;Weißpriach;öffentl.;1;17;5;12;0.10504201680672268;1;;3;;;
VS;617261;Volksschule Mortantsch;1737134.71,5976887.5;Göttelsberg 160;8160;Mortantsch;öffentl.;8;136;66;70;0.10504201680672268;8;;13;;;
VS;705061;Volksschule;1324100.36,6022464.9;Brandenberg 20;6234;Brandenberg;öffentl.;3;51;33;18;0.10504201680672268;3;;12;;;
VS;410251;Volksschule;1579230.33,6138357.38;Puckinger Straße 8;4053;Pucking;öffentl.;10;205;111;94;0.10452961672473868;12;;18;;;
VS;623081;Volksschule II;1769251.94,5934074.37;Gleichenbergerstraße 11;8330;Feldbach;öffentl.;10;205;94;111;0.10452961672473868;12;;29;1;;1
VS;922291;Volksschule;1833739.02,6147849.39;Pastinakweg 10;1220;Wien;öffentl.;15;359;185;174;0.10445682451253481;21;41;17;;;1
VS;701251;Volksschule des Schulvereins Barmherzige Schwestern Innsbruck;1269499.91,5987621.16;Falkstraße 28;6020;Innsbruck;privat;5;103;41;62;0.10402219140083217;6;;11;;;
VS;915041;Volksschule;1818427.35,6140012.98;Goldschlagstraße 14-16;1150;Wien;öffentl.;14;309;144;165;0.10402219140083217;18;1;14;1;;1
VS;306451;Volksschule;1812073.74,6098347;Schedewystraße 10;2524;Teesdorf;öffentl.;13;258;145;113;0.1038205980066445;15;;36;;;
VS;204541;Volksschule Techelsberg;1568669.81,5884762.72;Sankt Martin 20;9210;Techelsberg am Wörther See;öffentl.;4;69;36;33;0.10351966873706003;4;;3;;;
VS;612191;Volksschule Liezen;1585526.87,6035013.79;Hauptstraße 20;8940;Liezen;öffentl.;12;259;130;129;0.10341974627688913;15;;59;1;;1
VS;503051;Volksschule;1449637.4,6080453.75;Schulstraße 2;5101;Bergheim;öffentl.;14;277;147;130;0.10314595152140278;16;;21;1;;1
VS;601471;Volksschule Puntigam;1717376.09,5945836.08;Gradnerstraße 24;8055;Graz-Puntigam;öffentl.;12;277;143;134;0.10314595152140278;16;8;22;;1;1
VS;911071;Volksschule;1831911.82,6133187.96;Rzehakgasse 9;1110;Wien;öffentl.;18;381;201;180;0.10311211098612673;22;;32;1;;
VS;408031;Volksschule;1549638.25,6145693.05;Schulstraße 2;4701;Bad Schallerbach;öffentl.;10;208;119;89;0.10302197802197802;12;;28;;;
VS;306091;Volksschule;1792501.6,6097262.3;Margaretenplatz 5;2560;Berndorf;öffentl.;12;243;124;119;0.10288065843621398;14;;25;1;;2
VS;318191;Volksschule;1789796.87,6061461.74;Steinfeld, Dittrichstraße 12;2620;Neunkirchen;öffentl.;14;313;164;149;0.10269283432222728;18;;38;4;;2
VS;621061;Volksschule;1719117.21,6024329.79;Schulplatz 3;8650;Kindberg;öffentl.;9;174;85;89;0.10262725779967158;10;;23;;;
VS;418111;Volksschule 2 Dr. Schärf Schule;1572635.29,6140288.94;Roseggerstraße 67;4614;Marchtrenk;öffentl.;16;331;163;168;0.10250323694432455;19;;38;;;1
VS;803191;Volksschule;1075232.48,6011764.66;Kirchdorf, Rathausstrasse 9;6890;Lustenau;öffentl.;18;401;205;196;0.10242251514071962;23;;47;1;;3
VS;319361;Volksschule;1746987.08,6166094.94;Schulgasse 13;3134;Nußdorf ob der Traisen;öffentl.;4;70;39;31;0.1020408163265306;4;;11;;;
VS;705151;Volksschule Rettenschöss;1365126.44,6049260.7;Rettenschöss 66;6347;Rettenschöss;öffentl.;2;35;19;16;0.1020408163265306;2;;8;;;
VS;709281;Volksschule;1300326.83,5994597.66;Auweg 3;6130;Pill;öffentl.;2;35;13;22;0.1020408163265306;2;;2;;;
VS;921041;Volksschule;1826596.66,6153055.05;Brünner Straße 139;1210;Wien;öffentl.;11;245;124;121;0.1020408163265306;14;;27;;;
VS;503211;Volksschule;1467945.84,6090179.88;Sportplatzstraße 10;5302;Henndorf am Wallersee;öffentl.;11;228;125;103;0.10181704260651628;13;;38;;;
VS;922051;Volksschule;1830607.19,6146335.85;Georg-Bilgeri-Straße 13;1220;Wien;öffentl.;17;351;203;148;0.10175010175010174;20;2;51;1;;3
VS;506151;Volksschule;1420638.37,6014029.79;Leogang 24;5771;Leogang;öffentl.;8;158;77;81;0.10171790235081372;9;;34;;;
